person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
22.0,0,1,31069.0,0,8000.0,3,10.74,0.26,670,0,1
26.0,1,3,37071.0,0,19075.0,5,7.49,0.51,588,0,1
24.0,0,0,73186.0,2,13000.0,2,7.29,0.18,685,1,0
23.0,1,2,101839.0,1,17500.0,1,8.9,0.17,500,1,0
22.0,1,3,115024.0,2,10400.0,1,5.42,0.09,684,1,0
26.0,0,0,27364.0,1,5400.0,0,5.42,0.2,646,0,0
27.0,0,0,78965.0,1,12000.0,4,12.09,0.15,667,1,0
24.0,0,0,117654.0,2,12000.0,4,10.28,0.1,610,0,0
25.0,1,2,96913.0,2,6000.0,4,6.75,0.06,697,0,0
23.0,1,2,28684.0,1,2000.0,3,11.11,0.07,591,0,0
70.0,0,3,49419.0,0,3600.0,2,15.23,0.07,712,0,0
22.0,1,2,44182.0,0,6000.0,5,12.68,0.14,666,0,0
31.0,1,2,33829.0,0,3053.0,4,11.84,0.09,673,0,1
21.0,1,3,11893.0,0,3000.0,4,15.23,0.25,556,0,1
29.0,1,1,144872.0,2,10000.0,3,6.17,0.07,500,1,0
35.0,1,2,210784.0,2,15000.0,4,9.38,0.07,695,1,0
33.0,0,1,93590.0,1,29238.0,0,17.27,0.31,606,0,0
40.0,0,3,63623.0,2,4000.0,0,11.01,0.06,655,0,0
47.0,0,3,50316.0,0,10000.0,2,13.79,0.2,507,1,0
25.0,0,1,70628.0,0,17500.0,1,13.43,0.25,627,1,0
30.0,0,3,75455.0,0,12800.0,3,10.93,0.17,709,1,0
23.0,0,1,54717.0,0,7800.0,5,12.69,0.14,667,1,0
24.0,0,2,217134.0,2,14000.0,3,11.99,0.06,598,1,0
22.0,0,3,82635.0,2,6400.0,3,7.14,0.08,581,0,0
28.0,1,3,42914.0,0,10000.0,2,14.61,0.23,618,0,0
23.0,1,0,94912.0,2,6150.0,1,7.88,0.06,595,1,0
22.0,0,2,23782.0,1,12000.0,3,5.42,0.5,635,0,1
33.0,1,3,48051.0,0,5000.0,2,6.88,0.1,677,0,0
22.0,0,3,75406.0,2,5000.0,3,8.59,0.07,658,1,0
22.0,0,2,72999.0,0,10000.0,1,13.11,0.14,667,1,0
26.0,1,2,103140.0,2,4800.0,4,11.59,0.05,652,1,0
38.0,0,1,100547.0,0,2875.0,4,12.37,0.03,663,1,0
30.0,0,1,85040.0,2,10750.0,1,13.57,0.13,609,1,0
31.0,1,0,68202.0,2,8000.0,2,8.59,0.12,627,1,0
28.0,1,2,109100.0,2,5000.0,4,14.79,0.05,672,0,0
23.0,1,3,89015.0,0,6825.0,5,10.99,0.08,588,1,0
21.0,1,2,64574.0,2,14400.0,0,7.49,0.22,648,0,1
26.0,0,2,71878.0,0,18000.0,0,16.0,0.25,628,0,1
40.0,0,2,72968.0,2,14400.0,4,5.42,0.2,731,0,0
27.0,0,4,72857.0,0,25000.0,0,11.01,0.34,683,0,1
26.0,0,0,132284.0,2,2272.0,0,7.79,0.02,592,0,0
22.0,1,2,68500.0,0,5500.0,1,9.38,0.08,711,0,0
27.0,1,0,29539.0,1,6000.0,1,10.02,0.2,652,0,0
28.0,0,0,210972.0,0,24500.0,3,11.01,0.12,606,0,0
24.0,0,3,47348.0,0,4000.0,5,7.29,0.08,621,0,0
23.0,0,0,87257.0,2,5000.0,1,11.26,0.06,581,1,0
22.0,1,2,232344.0,2,20000.0,2,7.31,0.09,646,1,0
33.0,1,0,72721.0,2,3500.0,5,7.9,0.05,561,1,0
27.0,0,3,101629.0,0,16000.0,2,12.21,0.16,567,1,0
25.0,1,2,54897.0,2,3200.0,5,7.74,0.06,661,1,0
34.0,0,3,35113.0,2,2000.0,1,11.28,0.06,509,1,0
30.0,0,1,21005.0,0,4000.0,3,14.22,0.19,607,0,1
23.0,1,0,125087.0,2,4000.0,3,11.01,0.03,681,1,0
24.0,0,2,124524.0,2,11600.0,2,15.05,0.09,571,0,1
22.0,0,1,73054.0,2,8000.0,5,6.99,0.11,655,1,0
25.0,1,2,63796.0,0,8000.0,2,10.34,0.13,650,0,0
24.0,1,3,109188.0,0,15000.0,4,17.27,0.14,654,0,0
58.0,0,2,130995.0,0,35000.0,0,14.91,0.27,740,0,1
27.0,1,1,77835.0,0,3500.0,3,7.9,0.04,638,1,0
26.0,0,2,44045.0,0,11200.0,2,11.01,0.25,577,0,1
25.0,1,0,23968.0,0,6150.0,5,11.46,0.26,700,0,1
26.0,0,2,67882.0,2,8000.0,4,11.14,0.12,634,1,0
24.0,1,2,43283.0,1,3000.0,2,12.12,0.07,623,0,0
26.0,0,2,101745.0,2,10166.0,5,12.28,0.1,707,0,0
31.0,1,2,70692.0,1,6200.0,0,10.65,0.09,639,0,0
28.0,1,3,99261.0,0,18000.0,5,10.99,0.18,539,1,0
24.0,1,1,84801.0,0,10000.0,1,9.88,0.12,681,1,0
56.0,0,1,108901.0,2,7200.0,0,6.17,0.07,720,1,0
26.0,1,0,84650.0,2,8000.0,0,10.0,0.09,704,0,0
23.0,1,0,105208.0,2,2085.0,1,10.98,0.02,614,1,0
32.0,0,3,132315.0,2,12000.0,4,12.09,0.09,559,1,0
24.0,0,1,121202.0,2,12993.0,1,11.26,0.11,657,0,0
22.0,0,2,82832.0,2,16231.0,5,11.2,0.2,613,1,0
27.0,1,2,121204.0,2,12000.0,2,9.96,0.1,651,1,0
30.0,0,0,65029.0,0,3000.0,0,7.66,0.05,554,1,0
29.0,0,0,73150.0,0,8000.0,3,11.14,0.11,695,0,0
42.0,1,0,47899.0,0,19750.0,4,10.65,0.41,674,0,1
41.0,1,2,90988.0,0,12000.0,1,7.7,0.13,668,0,0
28.0,0,3,24186.0,0,4801.0,0,13.13,0.2,666,0,1
21.0,0,3,36040.0,0,6000.0,4,10.62,0.17,636,0,1
32.0,0,3,75461.0,2,6000.0,2,14.27,0.08,655,1,0
27.0,1,0,60208.0,2,5000.0,4,11.83,0.08,666,0,0
21.0,1,2,22666.0,1,3375.0,3,11.01,0.15,630,0,1
24.0,1,3,109075.0,0,10000.0,5,7.51,0.09,623,1,0
25.0,0,2,55086.0,1,10000.0,0,12.87,0.18,684,1,0
22.0,1,2,44091.0,2,5250.0,5,11.01,0.12,677,1,0
25.0,1,3,72840.0,2,3000.0,4,14.59,0.04,591,1,0
26.0,0,0,37226.0,0,2000.0,1,11.71,0.05,716,0,1
25.0,0,0,70383.0,0,6000.0,1,11.28,0.09,678,0,1
23.0,0,2,57308.0,0,5000.0,1,9.99,0.09,599,1,0
25.0,0,0,281501.0,2,20000.0,2,14.27,0.07,623,1,0
25.0,0,2,44335.0,0,12000.0,1,5.79,0.27,631,0,1
33.0,1,3,89881.0,0,15000.0,0,11.11,0.17,620,1,0
28.0,0,1,346404.0,0,25000.0,5,17.93,0.07,618,0,1
29.0,0,2,264981.0,2,8564.0,5,10.48,0.03,675,0,0
28.0,0,3,169089.0,1,18000.0,3,16.29,0.11,633,1,0
24.0,1,0,66978.0,0,5000.0,1,11.0,0.07,644,0,0
22.0,1,1,32072.0,0,7562.0,5,10.93,0.24,574,1,0
25.0,0,2,56908.0,0,9500.0,1,6.76,0.17,660,1,0
26.0,1,3,36858.0,0,5000.0,2,11.01,0.14,603,1,0
32.0,0,2,124856.0,0,24083.0,1,11.39,0.19,573,1,0
23.0,1,0,111856.0,0,2500.0,3,10.74,0.02,681,1,0
30.0,0,1,66985.0,2,6500.0,4,10.99,0.1,612,1,0
23.0,0,2,116405.0,2,15000.0,2,19.13,0.13,681,0,1
26.0,1,2,126820.0,2,5000.0,2,7.68,0.04,700,0,0
41.0,1,2,51715.0,0,4000.0,3,13.43,0.08,584,1,0
30.0,1,3,124006.0,0,25000.0,2,15.7,0.2,700,0,1
24.0,1,2,114796.0,2,15000.0,5,12.69,0.13,649,1,0
22.0,0,0,79120.0,0,9000.0,5,9.91,0.11,662,1,0
27.0,1,1,123414.0,2,10056.0,3,10.14,0.08,574,0,0
23.0,0,1,44489.0,0,5000.0,1,12.99,0.11,655,1,0
26.0,1,1,60869.0,2,6616.0,0,9.93,0.11,641,1,0
23.0,1,3,34746.0,2,9500.0,5,15.62,0.27,630,0,1
65.0,1,2,45496.0,0,10775.0,1,13.82,0.24,628,0,0
30.0,1,2,51537.0,0,4000.0,0,9.7,0.08,682,0,0
32.0,0,3,32450.0,0,4000.0,5,8.78,0.12,660,0,0
29.0,0,2,136545.0,2,25000.0,4,13.16,0.18,660,0,1
25.0,0,1,40262.0,0,8000.0,1,13.07,0.2,582,1,0
24.0,0,1,40302.0,0,2000.0,1,10.0,0.05,597,0,1
29.0,1,1,265854.0,2,8423.0,5,11.52,0.03,662,0,0
32.0,0,3,92857.0,0,10000.0,2,13.24,0.11,695,0,1
31.0,0,1,193091.0,2,7105.0,5,13.36,0.04,648,1,0
22.0,1,0,65705.0,2,3000.0,5,10.89,0.05,581,1,0
24.0,0,2,206648.0,0,18000.0,5,8.9,0.09,537,1,0
26.0,1,3,48670.0,0,7200.0,1,10.51,0.15,611,1,0
22.0,1,0,72639.0,1,20000.0,1,11.12,0.28,702,0,0
24.0,1,1,67226.0,0,10775.0,1,9.35,0.16,635,0,0
28.0,1,2,49018.0,2,5000.0,3,11.01,0.1,694,0,0
24.0,1,2,70782.0,2,3178.0,2,14.07,0.04,675,1,0
35.0,0,3,85567.0,0,10000.0,1,6.62,0.12,663,0,0
22.0,0,0,42137.0,0,5000.0,3,11.01,0.12,658,1,0
27.0,1,2,77804.0,2,7503.0,2,9.92,0.1,610,0,0
23.0,0,3,177375.0,2,24000.0,2,10.99,0.14,634,0,0
24.0,1,1,60570.0,0,6000.0,1,16.07,0.1,664,1,0
27.0,1,3,72940.0,2,10000.0,0,8.63,0.14,596,1,0
25.0,0,0,58515.0,2,4000.0,3,6.11,0.07,632,1,0
27.0,0,2,118630.0,0,10000.0,4,6.54,0.08,554,1,0
25.0,0,0,82938.0,0,10000.0,0,15.88,0.12,653,0,0
22.0,0,0,29987.0,0,5059.0,4,10.23,0.17,684,0,1
26.0,1,2,91318.0,2,8000.0,3,14.92,0.09,590,1,0
22.0,0,2,104394.0,2,10000.0,5,8.94,0.1,686,0,0
26.0,1,2,24172.0,0,1880.0,2,11.46,0.08,681,0,0
26.0,1,2,53884.0,2,12000.0,2,18.84,0.22,688,0,1
25.0,0,1,168736.0,2,10000.0,4,11.14,0.06,437,1,0
25.0,1,2,46214.0,0,2500.0,5,12.53,0.05,684,0,0
23.0,1,3,54877.0,0,11259.0,0,12.29,0.21,516,1,0
24.0,1,0,95807.0,0,20000.0,4,14.11,0.21,678,0,1
26.0,0,3,44435.0,2,18013.0,3,10.33,0.41,548,1,0
34.0,1,2,47016.0,0,3527.0,5,12.66,0.08,679,1,0
22.0,0,0,103807.0,0,6115.0,1,9.4,0.06,690,0,0
28.0,0,1,41627.0,0,3000.0,0,15.7,0.07,654,0,1
26.0,0,2,48935.0,0,10000.0,5,10.96,0.2,652,0,1
23.0,1,3,63199.0,2,8400.0,1,8.9,0.13,641,0,0
34.0,0,0,166835.0,2,25000.0,2,12.17,0.15,704,1,0
25.0,1,1,39159.0,2,8000.0,5,13.16,0.2,585,0,0
22.0,0,1,112192.0,2,10200.0,1,11.01,0.09,670,1,0
30.0,1,2,92953.0,0,12000.0,2,17.27,0.13,539,0,1
24.0,0,2,44112.0,0,2500.0,4,16.77,0.06,566,0,1
25.0,0,3,49047.0,0,5600.0,2,14.61,0.11,635,1,0
28.0,1,1,54886.0,2,6000.0,3,8.5,0.11,678,1,0
31.0,0,0,94689.0,0,14000.0,5,9.63,0.15,589,1,0
29.0,0,0,50107.0,2,2000.0,4,7.74,0.04,607,0,0
23.0,0,2,139053.0,2,24000.0,1,7.9,0.17,561,1,0
28.0,0,0,74057.0,2,14000.0,5,15.62,0.19,611,0,1
41.0,0,3,74147.0,2,8500.0,0,11.01,0.11,640,1,0
26.0,0,2,60891.0,0,10000.0,0,8.5,0.16,533,1,0
27.0,0,1,146692.0,2,35000.0,1,12.54,0.24,576,1,0
23.0,1,1,72873.0,2,3350.0,0,11.01,0.05,613,1,0
31.0,0,2,37049.0,0,2500.0,4,13.57,0.07,689,0,1
24.0,0,0,70564.0,2,6000.0,4,5.42,0.09,635,1,0
24.0,0,0,49151.0,1,2800.0,1,8.49,0.06,602,1,0
26.0,0,1,44696.0,0,5000.0,2,8.9,0.11,542,1,0
23.0,0,1,69268.0,0,7650.0,3,11.71,0.11,651,0,0
26.0,1,3,102979.0,2,2000.0,5,12.5,0.02,613,1,0
27.0,0,3,57951.0,0,10000.0,3,10.69,0.17,582,1,0
28.0,1,3,156686.0,0,10000.0,0,8.0,0.06,603,1,0
29.0,1,1,36694.0,0,2093.0,4,9.48,0.06,640,0,1
29.0,1,0,49533.0,2,6000.0,1,8.38,0.12,682,0,0
37.0,0,3,240737.0,2,7552.0,0,10.05,0.03,663,0,0
28.0,1,2,68440.0,2,13000.0,3,9.98,0.19,628,1,0
25.0,1,0,142926.0,2,4900.0,5,11.01,0.03,618,1,0
25.0,0,0,59681.0,1,2500.0,3,6.76,0.04,674,0,0
23.0,0,2,39997.0,0,4800.0,3,11.99,0.12,619,1,0
23.0,0,2,69997.0,2,2500.0,3,10.37,0.04,680,1,0
33.0,0,0,56790.0,2,16899.0,1,13.1,0.3,648,1,0
41.0,1,3,55832.0,0,4600.0,5,10.99,0.08,651,1,0
56.0,0,2,87228.0,1,7425.0,0,9.99,0.09,628,1,0
22.0,0,3,93174.0,2,12400.0,3,7.51,0.13,587,1,0
30.0,1,1,94714.0,2,26000.0,2,15.96,0.27,664,1,0
24.0,0,1,75484.0,0,20000.0,4,11.12,0.26,562,0,1
24.0,1,0,47053.0,0,4000.0,1,8.4,0.09,596,1,0
28.0,0,3,143699.0,2,5325.0,2,10.38,0.04,532,0,0
25.0,1,0,60896.0,0,7000.0,3,9.33,0.11,546,1,0
26.0,0,2,64635.0,0,4800.0,0,15.62,0.07,561,0,1
25.0,0,3,138934.0,2,4000.0,2,7.88,0.03,632,1,0
23.0,0,2,48694.0,0,8000.0,1,11.44,0.16,605,1,0
28.0,0,4,48851.0,0,6500.0,2,10.74,0.13,647,1,0
24.0,1,3,32598.0,0,7850.0,2,9.96,0.24,667,0,0
34.0,1,2,234988.0,2,6000.0,3,14.27,0.03,517,1,0
34.0,1,2,85085.0,0,4200.0,1,14.61,0.05,695,0,1
26.0,0,0,49262.0,2,10000.0,1,11.86,0.2,694,0,0
25.0,1,3,151045.0,2,20000.0,1,11.71,0.13,655,1,0
34.0,0,2,68097.0,0,5000.0,0,8.9,0.07,663,0,0
23.0,0,2,65487.0,2,6000.0,2,6.03,0.09,642,0,0
33.0,0,2,51674.0,0,3600.0,2,12.68,0.07,692,0,0
24.0,0,2,38532.0,0,12056.0,1,11.16,0.31,654,0,1
25.0,1,1,97200.0,2,10250.0,5,5.42,0.11,521,1,0
24.0,0,2,85145.0,1,10000.0,2,11.01,0.12,575,1,0
28.0,0,1,55134.0,0,7000.0,2,13.43,0.13,688,0,0
28.0,1,2,190815.0,2,15000.0,2,7.9,0.08,695,0,0
29.0,0,3,52740.0,0,14423.0,5,7.84,0.27,652,0,1
21.0,0,3,63578.0,0,9000.0,1,11.83,0.14,650,1,0
23.0,0,2,26116.0,1,7500.0,1,12.69,0.29,630,1,0
23.0,1,0,34478.0,0,7200.0,0,9.99,0.21,620,0,0
36.0,1,2,37120.0,0,4000.0,1,10.74,0.11,645,1,0
35.0,0,2,28953.0,0,4991.0,3,15.17,0.17,640,1,0
31.0,0,2,64731.0,2,15875.0,4,7.9,0.25,729,1,0
22.0,0,1,18440.0,0,4500.0,1,7.88,0.24,699,0,1
26.0,0,2,61154.0,0,12000.0,2,8.3,0.2,651,1,0
29.0,1,3,145111.0,2,6250.0,5,12.53,0.04,507,1,0
22.0,0,0,133075.0,2,12000.0,1,7.14,0.09,639,0,0
24.0,0,3,67329.0,2,7000.0,3,8.08,0.1,617,0,0
23.0,0,1,41346.0,0,2500.0,1,11.66,0.06,677,1,0
37.0,0,3,211146.0,2,6500.0,2,13.35,0.03,699,1,0
54.0,0,4,25180.0,0,5000.0,2,11.01,0.2,661,1,0
26.0,0,2,25281.0,0,4800.0,5,7.49,0.19,623,1,0
23.0,1,1,65452.0,2,3000.0,3,5.42,0.05,551,1,0
23.0,1,0,84953.0,0,11500.0,3,11.86,0.14,674,1,0
24.0,0,3,145223.0,1,5275.0,1,5.42,0.04,569,0,0
23.0,1,2,87494.0,2,4200.0,3,12.42,0.05,679,0,0
31.0,1,2,73079.0,0,9000.0,2,13.06,0.12,621,0,0
32.0,0,0,51192.0,0,12000.0,0,7.51,0.23,688,1,0
35.0,1,1,32873.0,1,6600.0,3,5.99,0.2,622,1,0
27.0,0,2,132710.0,0,18000.0,2,9.91,0.14,644,0,0
21.0,0,3,48934.0,0,5000.0,3,5.79,0.1,598,1,0
39.0,0,2,60961.0,2,5000.0,5,11.38,0.08,651,0,0
33.0,0,1,232536.0,2,5366.0,5,8.29,0.02,562,1,0
25.0,1,0,144908.0,2,28000.0,0,7.9,0.19,637,1,0
23.0,0,3,110340.0,0,10000.0,1,10.2,0.09,620,1,0
24.0,1,2,44323.0,0,15450.0,3,13.43,0.35,654,0,1
24.0,1,0,48818.0,0,11000.0,0,10.98,0.23,667,1,0
34.0,1,1,44371.0,0,3600.0,3,13.49,0.08,581,1,0
33.0,1,3,73287.0,2,17000.0,0,13.5,0.23,607,1,0
26.0,1,2,66323.0,2,4500.0,0,9.87,0.07,664,1,0
29.0,0,1,61001.0,2,6506.0,3,15.74,0.11,520,1,0
30.0,0,2,108987.0,0,15000.0,4,14.92,0.14,646,1,0
27.0,0,1,53795.0,2,11500.0,2,15.27,0.21,589,1,0
33.0,1,4,70631.0,0,17500.0,2,13.28,0.25,598,1,0
33.0,0,2,300961.0,0,35000.0,2,7.29,0.12,609,1,0
26.0,0,0,79112.0,2,3000.0,0,18.25,0.04,670,0,0
28.0,0,1,79181.0,2,5000.0,5,6.92,0.06,525,1,0
29.0,1,1,64868.0,2,6000.0,1,8.0,0.09,624,1,0
37.0,1,1,30924.0,0,7500.0,2,10.99,0.24,634,1,0
24.0,0,0,115091.0,2,5000.0,0,8.97,0.04,685,0,0
24.0,1,2,88865.0,2,6500.0,1,5.42,0.07,610,1,0
23.0,0,1,51763.0,0,16000.0,3,12.46,0.31,654,0,1
27.0,1,3,112215.0,2,6000.0,0,11.0,0.05,674,0,0
30.0,0,3,123810.0,2,25000.0,0,12.18,0.2,637,0,0
22.0,0,0,59558.0,2,5000.0,2,7.9,0.08,656,1,0
26.0,1,1,37013.0,0,4200.0,3,12.23,0.11,659,1,0
23.0,1,2,50888.0,0,6000.0,1,16.7,0.12,656,0,1
31.0,1,2,109234.0,2,18000.0,4,11.01,0.16,679,1,0
24.0,1,0,144840.0,2,20000.0,0,10.36,0.14,639,0,0
24.0,0,3,71128.0,0,8000.0,0,11.61,0.11,585,0,0
33.0,1,3,91554.0,2,22000.0,1,10.25,0.24,639,1,0
28.0,0,0,31083.0,0,3000.0,1,13.22,0.1,673,1,0
43.0,1,4,72213.0,2,15000.0,0,11.01,0.21,726,0,1
21.0,0,1,63397.0,2,18000.0,1,8.49,0.28,617,1,0
25.0,1,1,73237.0,2,4000.0,0,12.43,0.05,617,1,0
38.0,1,1,120812.0,0,16000.0,4,11.01,0.13,660,1,0
30.0,0,0,163154.0,0,25000.0,0,15.21,0.15,643,1,0
26.0,0,4,146163.0,0,2500.0,1,7.66,0.02,660,0,0
36.0,1,2,79042.0,0,8717.0,1,8.45,0.11,649,1,0
25.0,1,0,67460.0,0,16000.0,3,11.5,0.24,608,1,0
26.0,0,0,144886.0,2,10000.0,0,12.73,0.07,697,0,0
31.0,1,1,48830.0,0,8000.0,5,7.9,0.16,644,0,0
30.0,0,2,46768.0,0,3000.0,5,12.99,0.06,675,1,0
29.0,1,2,81775.0,0,1600.0,2,8.9,0.02,662,1,0
22.0,1,3,51566.0,2,5000.0,2,8.94,0.1,658,1,0
30.0,1,2,48859.0,0,7500.0,3,12.69,0.15,703,1,0
27.0,1,1,82821.0,2,20000.0,1,9.68,0.24,645,1,0
29.0,0,2,55959.0,2,6500.0,1,6.9,0.12,653,1,0
35.0,1,3,108914.0,0,7000.0,0,11.71,0.06,654,0,0
24.0,1,0,73107.0,0,10000.0,2,6.54,0.14,573,1,0
30.0,1,3,24250.0,0,2000.0,3,12.26,0.08,496,1,0
23.0,0,2,38277.0,0,5775.0,0,9.63,0.15,506,0,1
27.0,0,1,97290.0,2,14500.0,4,10.75,0.15,644,1,0
23.0,1,2,46467.0,0,5000.0,2,11.58,0.11,709,0,0
38.0,1,1,78947.0,2,11500.0,2,13.92,0.15,682,0,0
26.0,1,1,151067.0,2,8000.0,2,13.79,0.05,558,1,0
35.0,1,1,25238.0,0,6000.0,1,15.99,0.24,572,0,0
22.0,0,1,13865.0,0,3803.0,4,8.92,0.27,666,0,1
40.0,1,3,80132.0,0,15575.0,5,14.27,0.19,681,0,0
36.0,0,2,63397.0,2,8000.0,4,7.51,0.13,683,1,0
24.0,0,1,44231.0,0,4500.0,1,6.81,0.1,552,1,0
27.0,0,3,26930.0,0,4787.0,2,13.95,0.18,603,0,0
29.0,1,0,111582.0,2,10000.0,0,11.26,0.09,626,1,0
33.0,1,0,46844.0,0,4000.0,2,10.0,0.09,683,1,0
31.0,1,2,44028.0,0,3060.0,1,6.36,0.07,656,1,0
24.0,0,3,48982.0,0,3000.0,1,11.01,0.06,694,0,1
22.0,1,1,67040.0,2,12000.0,1,9.63,0.18,508,0,0
22.0,0,2,49399.0,2,6625.0,5,15.23,0.13,625,0,0
23.0,1,2,85041.0,0,4800.0,0,11.01,0.06,578,1,0
23.0,1,1,59880.0,2,6000.0,0,11.62,0.1,626,1,0
26.0,0,1,94664.0,0,15000.0,5,13.44,0.16,539,0,1
28.0,1,1,53729.0,1,7500.0,0,14.84,0.14,669,0,0
32.0,1,2,15288.0,0,900.0,2,10.28,0.06,657,0,1
27.0,0,3,145158.0,1,4800.0,2,10.99,0.03,537,1,0
24.0,1,1,136742.0,2,17950.0,1,11.99,0.13,633,1,0
30.0,0,3,103182.0,0,25000.0,4,12.21,0.24,663,1,0
25.0,1,2,96605.0,2,10000.0,4,11.01,0.1,656,0,0
27.0,0,0,35736.0,0,5000.0,0,13.16,0.14,581,0,0
25.0,1,0,50584.0,0,12000.0,0,10.0,0.24,628,0,1
25.0,0,0,136599.0,2,17961.0,3,12.2,0.13,738,0,0
25.0,1,1,44422.0,2,9000.0,3,6.99,0.2,625,0,0
21.0,0,1,23664.0,2,6250.0,5,6.17,0.26,637,0,1
21.0,0,1,43980.0,2,4000.0,5,5.99,0.09,528,1,0
22.0,0,0,84885.0,2,8000.0,1,7.49,0.09,668,0,0
21.0,0,2,133205.0,2,14000.0,3,9.99,0.11,654,0,0
33.0,0,2,73135.0,0,15000.0,0,13.79,0.21,630,1,0
41.0,0,3,53245.0,0,15000.0,2,12.73,0.28,729,0,1
33.0,0,2,735477.0,0,5950.0,5,12.73,0.01,578,1,0
25.0,0,3,130715.0,0,20000.0,4,11.01,0.15,632,0,0
40.0,1,3,82658.0,0,7000.0,3,7.51,0.08,672,1,0
24.0,0,1,59790.0,0,6016.0,3,8.0,0.1,657,0,0
22.0,1,1,120983.0,0,14364.0,2,10.2,0.12,594,1,0
23.0,1,3,58882.0,0,20000.0,3,14.98,0.34,602,0,1
23.0,1,3,55096.0,2,7000.0,5,5.42,0.13,608,0,0
38.0,1,3,152069.0,2,2400.0,3,11.01,0.02,613,1,0
22.0,0,1,55154.0,0,10481.0,3,7.33,0.19,653,0,0
24.0,0,2,85421.0,2,7226.0,5,10.18,0.08,553,1,0
29.0,0,3,231223.0,2,20000.0,3,8.87,0.09,562,1,0
30.0,1,2,27084.0,0,1500.0,5,14.72,0.06,693,0,0
23.0,1,1,84849.0,0,6684.0,3,8.69,0.08,612,0,0
26.0,1,2,58333.0,0,25297.0,1,18.43,0.43,543,0,1
25.0,0,3,83873.0,0,15000.0,4,16.7,0.18,627,0,1
24.0,0,2,91071.0,2,3000.0,1,5.42,0.03,561,1,0
66.0,0,3,99448.0,2,28000.0,0,7.9,0.28,711,0,0
34.0,0,1,69396.0,0,7500.0,5,11.14,0.11,668,0,0
23.0,1,1,40930.0,0,10000.0,2,9.39,0.24,577,1,0
44.0,1,0,37012.0,0,12000.0,5,11.11,0.32,697,0,1
21.0,1,2,55491.0,2,5000.0,1,9.88,0.09,652,1,0
23.0,0,2,37004.0,0,8400.0,1,14.65,0.23,603,0,0
22.0,0,1,65529.0,2,7000.0,2,10.65,0.11,633,0,0
41.0,0,2,127355.0,2,21000.0,3,10.25,0.16,686,0,0
26.0,1,2,36799.0,1,5000.0,3,11.01,0.14,676,0,0
26.0,0,2,90010.0,2,25000.0,3,11.17,0.28,651,1,0
23.0,1,3,60842.0,2,10000.0,1,6.03,0.16,684,0,0
46.0,0,2,125725.0,2,30000.0,1,18.39,0.24,704,0,1
23.0,0,0,27700.0,1,7500.0,2,11.12,0.27,625,0,0
23.0,0,2,116533.0,2,5000.0,5,7.51,0.04,671,1,0
26.0,0,2,76592.0,2,3500.0,4,7.68,0.05,635,0,0
30.0,1,0,67288.0,2,12000.0,5,10.38,0.18,637,1,0
26.0,1,0,96945.0,2,25000.0,3,11.01,0.26,646,1,0
22.0,1,0,127132.0,2,12000.0,2,6.62,0.09,593,0,0
23.0,0,2,76565.0,2,20000.0,1,7.9,0.26,617,0,0
25.0,0,1,48988.0,0,10786.0,3,11.02,0.22,656,0,0
30.0,1,2,104936.0,2,8500.0,2,6.62,0.08,623,1,0
25.0,1,2,29883.0,0,10000.0,4,9.91,0.33,661,0,1
24.0,0,3,85197.0,0,13000.0,0,5.56,0.15,655,1,0
22.0,0,2,50396.0,2,12000.0,1,6.03,0.24,692,0,0
23.0,0,1,87421.0,2,13010.0,2,10.84,0.15,641,1,0
30.0,1,3,47609.0,0,2300.0,2,8.59,0.05,634,1,0
32.0,0,1,76092.0,2,20000.0,5,12.53,0.26,621,1,0
24.0,1,2,95403.0,1,4000.0,1,5.42,0.04,645,1,0
25.0,0,1,164444.0,2,8000.0,1,9.75,0.05,675,0,0
28.0,1,1,20618.0,1,5000.0,2,13.98,0.24,534,0,1
28.0,0,1,65558.0,0,10000.0,5,16.02,0.15,669,0,1
25.0,0,1,117508.0,2,14931.0,2,10.68,0.13,558,0,0
33.0,1,3,36821.0,0,6000.0,3,19.42,0.16,544,0,1
30.0,0,2,51412.0,0,10000.0,2,16.11,0.19,594,1,0
24.0,1,2,117719.0,0,8000.0,1,15.31,0.07,678,1,0
27.0,0,3,468705.0,2,10000.0,0,11.26,0.02,603,0,0
22.0,0,3,90767.0,0,10800.0,2,9.62,0.12,669,1,0
35.0,1,3,54870.0,2,6500.0,1,13.98,0.12,703,0,0
22.0,1,1,72667.0,2,7000.0,5,7.14,0.1,594,1,0
34.0,1,1,53894.0,2,9003.0,3,15.18,0.17,650,0,1
23.0,1,2,91541.0,0,20000.0,0,16.32,0.22,628,0,0
36.0,0,1,29778.0,0,6500.0,2,7.29,0.22,576,1,0
29.0,0,3,74182.0,0,10000.0,3,16.07,0.13,643,0,0
30.0,0,3,151119.0,2,25000.0,5,12.93,0.17,577,1,0
23.0,0,0,55223.0,2,5000.0,3,7.38,0.09,646,0,0
33.0,0,2,122159.0,2,5000.0,5,7.49,0.04,658,1,0
25.0,1,1,92688.0,0,5000.0,1,9.63,0.05,658,0,0
27.0,0,2,58398.0,1,6500.0,0,7.75,0.11,635,0,0
23.0,0,3,36995.0,0,5000.0,1,10.44,0.14,624,1,0
